RCA;Asphalt;Additive;TR;HD;WC;OD;GW;SM;AC;EU;CA;NCA;RE;EC;FFD
0;5.5;0.35;10;50;4;5172;24590;1002;155;13330;180;1273;11834;38424;46497
0;5.5;0.35;10;100;1;3245;15447;633;97;8394;115;813;7435;24432;29343
0;5.5;0.35;10;100;2;3888;18495;756;117;10039;136;966;8901;29096;35061
0;5.5;0.35;10;100;3;4530;21542;879;136;11684;158;1120;10367;33760;40779
0;5.5;0.35;10;100;4;5172;24590;1002;155;13330;180;1273;11834;38424;46497
0;5.5;0.35;10;150;1;3245;15447;633;97;8394;115;813;7435;24432;29343
0;5.5;0.35;10;150;2;3888;18495;756;117;10039;136;966;8901;29096;35061
0;5.5;0.35;10;150;3;4530;21542;879;136;11684;158;1120;10367;33760;40779
0;5.5;0.35;10;150;4;5172;24590;1002;155;13330;180;1273;11834;38424;46497
0;5.5;0.35;20;0;1;3033;14440;593;91;7850;107;762;6950;22890;27453
0;5.5;0.35;20;0;2;3671;17466;715;110;9484;129;914;8406;27522;33131
0;5.5;0.35;20;0;3;4309;20493;837;129;11118;151;1067;9863;32154;38810
0;5.5;0.35;20;0;4;4946;23519;959;148;12752;172;1220;11319;36786;44489
0;5.5;0.35;20;50;1;3033;14440;593;91;7850;107;762;6950;22890;27453
0;5.5;0.35;20;50;2;3671;17466;715;110;9484;129;914;8406;27522;33131
0;5.5;0.35;20;50;3;4309;20493;837;129;11118;151;1067;9863;32154;38810
0;5.5;0.35;20;50;4;4946;23519;959;148;12752;172;1220;11319;36786;44489
0;5.5;0.35;20;100;1;3033;14440;593;91;7850;107;762;6950;22890;27453
0;5.5;0.35;20;100;2;3671;17466;715;110;9484;129;914;8406;27522;33131
0;5.5;0.35;20;100;3;4309;20493;837;129;11118;151;1067;9863;32154;38810
0;5.5;0.35;20;100;4;4946;23519;959;148;12752;172;1220;11319;36786;44489
0;5.5;0.35;20;150;1;3033;14440;593;91;7850;107;762;6950;22890;27453
0;5.5;0.35;20;150;2;3671;17466;715;110;9484;129;914;8406;27522;33131
0;5.5;0.35;20;150;3;4309;20493;837;129;11118;151;1067;9863;32154;38810
0;5.5;0.35;20;150;4;4946;23519;959;148;12752;172;1220;11319;36786;44489
0;5.5;0.35;30;0;1;2821;13432;552;85;7306;100;711;6465;21348;25562
0;5.5;0.35;30;0;2;3454;16438;673;104;8929;122;862;7912;25948;31202
0;5.5;0.35;30;0;3;4087;19443;795;123;10551;143;1014;9358;30548;36841
0;5.5;0.35;30;0;4;4721;22449;916;141;12174;165;1166;10804;35148;42481
0;5.5;0.35;30;50;1;2821;13432;552;85;7306;100;711;6465;21348;25562
0;5.5;0.35;30;50;2;3454;16438;673;104;8929;122;862;7912;25948;31202
0;5.5;0.35;30;50;3;4087;19443;795;123;10551;143;1014;9358;30548;36841
0;5.5;0.35;30;50;4;4721;22449;916;141;12174;165;1166;10804;35148;42481
0;5.5;0.35;30;100;1;2821;13432;552;85;7306;100;711;6465;21348;25562
0;5.5;0.35;30;100;2;3454;16438;673;104;8929;122;862;7912;25948;31202
0;5.5;0.35;30;100;3;4087;19443;795;123;10551;143;1014;9358;30548;36841
0;5.5;0.35;30;100;4;4721;22449;916;141;12174;165;1166;10804;35148;42481
0;5.5;0.35;30;150;1;2821;13432;552;85;7306;100;711;6465;21348;25562
0;5.5;0.35;30;150;2;3454;16438;673;104;8929;122;862;7912;25948;31202
0;5.5;0.35;30;150;3;4087;19443;795;123;10551;143;1014;9358;30548;36841
0;5.5;0.35;30;150;4;4721;22449;916;141;12174;165;1166;10804;35148;42481
0;5.5;0.35;40;0;1;2609;12425;511;78;6762;93;660;5981;19806;23672
0;5.5;0.35;40;0;2;3237;15409;632;97;8374;114;811;7417;24374;29272
0;5.5;0.35;40;0;3;3866;18394;752;116;9985;136;961;8853;28942;34872
0;5.5;0.35;40;0;4;4495;21379;873;135;11596;157;1112;10289;33510;40473
0;5.5;0.35;40;50;1;2609;12425;511;78;6762;93;660;5981;19806;23672
0;5.5;0.35;40;50;2;3237;15409;632;97;8374;114;811;7417;24374;29272
0;5.5;0.35;40;50;3;3866;18394;752;116;9985;136;961;8853;28942;34872
0;5.5;0.35;40;50;4;4495;21379;873;135;11596;157;1112;10289;33510;40473
0;5.5;0.35;40;100;1;2609;12425;511;78;6762;93;660;5981;19806;23672
0;5.5;0.35;40;100;2;3237;15409;632;97;8374;114;811;7417;24374;29272
0;5.5;0.35;40;100;3;3866;18394;752;116;9985;136;961;8853;28942;34872
0;5.5;0.35;40;100;4;4495;21379;873;135;11596;157;1112;10289;33510;40473
0;5.5;0.35;40;150;1;2609;12425;511;78;6762;93;660;5981;19806;23672
0;5.5;0.35;40;150;2;3237;15409;632;97;8374;114;811;7417;24374;29272
0;5.5;0.35;40;150;3;3866;18394;752;116;9985;136;961;8853;28942;34872
0;5.5;0.35;40;150;4;4495;21379;873;135;11596;157;1112;10289;33510;40473
0;5.5;0.45;10;0;1;3245;15447;633;97;8395;115;813;7435;24434;29343
0;5.5;0.45;10;0;2;3888;18495;756;117;10040;136;966;8901;29098;35061
0;5.5;0.45;10;0;3;4530;21542;879;136;11685;158;1120;10368;33762;40779
0;5.5;0.45;10;0;4;5172;24590;1002;155;13331;180;1273;11834;38426;46497
0;5.5;0.45;10;50;1;3245;15447;633;97;8395;115;813;7435;24434;29343
0;5.5;0.45;10;50;2;3888;18495;756;117;10040;136;966;8901;29098;35061
0;5.5;0.45;10;50;3;4530;21542;879;136;11685;158;1120;10368;33762;40779
0;5.5;0.45;10;50;4;5172;24590;1002;155;13331;180;1273;11834;38426;46497
0;5.5;0.45;10;100;1;3245;15447;633;97;8395;115;813;7435;24434;29343
0;5.5;0.45;10;100;2;3888;18495;756;117;10040;136;966;8901;29098;35061
0;5.5;0.45;10;100;3;4530;21542;879;136;11685;158;1120;10368;33762;40779
0;5.5;0.45;10;100;4;5172;24590;1002;155;13331;180;1273;11834;38426;46497
0;5.5;0.45;10;150;1;3245;15447;633;97;8395;115;813;7435;24434;29343
0;5.5;0.45;10;150;2;3888;18495;756;117;10040;136;966;8901;29098;35061
0;5.5;0.45;10;150;3;4530;21542;879;136;11685;158;1120;10368;33762;40779
0;5.5;0.45;10;150;4;5172;24590;1002;155;13331;180;1273;11834;38426;46497
0;5.5;0.45;20;0;1;3033;14440;593;91;7851;107;762;6950;22892;27453
0;5.5;0.45;20;0;2;3671;17466;715;110;9485;129;914;8406;27524;33132
0;5.5;0.45;20;0;3;4309;20493;837;129;11119;151;1067;9863;32156;38810
0;5.5;0.45;20;0;4;4946;23520;959;148;12753;172;1220;11319;36788;44489
0;5.5;0.45;20;50;1;3033;14440;593;91;7851;107;762;6950;22892;27453
0;5.5;0.45;20;50;2;3671;17466;715;110;9485;129;914;8406;27524;33132
0;5.5;0.45;20;50;3;4309;20493;837;129;11119;151;1067;9863;32156;38810
0;5.5;0.45;20;50;4;4946;23520;959;148;12753;172;1220;11319;36788;44489
0;5.5;0.45;20;100;1;3033;14440;593;91;7851;107;762;6950;22892;27453
0;5.5;0.45;20;100;2;3671;17466;715;110;9485;129;914;8406;27524;33132
0;5.5;0.45;20;100;3;4309;20493;837;129;11119;151;1067;9863;32156;38810
0;5.5;0.45;20;100;4;4946;23520;959;148;12753;172;1220;11319;36788;44489
0;5.5;0.45;20;150;1;3033;14440;593;91;7851;107;762;6950;22892;27453
0;5.5;0.45;20;150;2;3671;17466;715;110;9485;129;914;8406;27524;33132
0;5.5;0.45;20;150;3;4309;20493;837;129;11119;151;1067;9863;32156;38810
0;5.5;0.45;20;150;4;4946;23520;959;148;12753;172;1220;11319;36788;44489
0;5.5;0.45;30;0;1;2821;13432;552;85;7307;100;711;6466;21350;25562
0;5.5;0.45;30;0;2;3454;16438;673;104;8930;122;862;7912;25950;31202
0;5.5;0.45;30;0;3;4087;19444;795;123;10552;143;1014;9358;30550;36841
0;5.5;0.45;30;0;4;4721;22449;916;141;12175;165;1166;10804;35150;42481
0;5.5;0.45;30;50;1;2821;13432;552;85;7307;100;711;6466;21350;25562
0;5.5;0.45;30;50;2;3454;16438;673;104;8930;122;862;7912;25950;31202
0;5.5;0.45;30;50;3;4087;19444;795;123;10552;143;1014;9358;30550;36841
0;5.5;0.45;30;50;4;4721;22449;916;141;12175;165;1166;10804;35150;42481
0;5.5;0.45;30;100;1;2821;13432;552;85;7307;100;711;6466;21350;25562
0;5.5;0.45;30;100;2;3454;16438;673;104;8930;122;862;7912;25950;31202
0;5.5;0.45;30;100;3;4087;19444;795;123;10552;143;1014;9358;30550;36841
0;5.5;0.45;30;100;4;4721;22449;916;141;12175;165;1166;10804;35150;42481
0;5.5;0.45;30;150;1;2821;13432;552;85;7307;100;711;6466;21350;25562
0;5.5;0.45;30;150;2;3454;16438;673;104;8930;122;862;7912;25950;31202
0;5.5;0.45;30;150;3;4087;19444;795;123;10552;143;1014;9358;30550;36841
0;5.5;0.45;30;150;4;4721;22449;916;141;12175;165;1166;10804;35150;42481
0;5.5;0.45;40;0;1;2609;12425;511;78;6764;93;660;5981;19808;23672
0;5.5;0.45;40;0;2;3237;15410;632;97;8375;114;811;7417;24376;29272
0;5.5;0.45;40;0;3;3866;18394;752;116;9986;136;961;8853;28944;34872
0;5.5;0.45;40;0;4;4495;21379;873;135;11597;157;1112;10289;33512;40473
0;5.5;0.45;40;50;1;2609;12425;511;78;6764;93;660;5981;19808;23672
0;5.5;0.45;40;50;2;3237;15410;632;97;8375;114;811;7417;24376;29272
0;5.5;0.45;40;50;3;3866;18394;752;116;9986;136;961;8853;28944;34872
0;5.5;0.45;40;50;4;4495;21379;873;135;11597;157;1112;10289;33512;40473
0;5.5;0.45;40;100;1;2609;12425;511;78;6764;93;660;5981;19808;23672
0;5.5;0.45;40;100;2;3237;15410;632;97;8375;114;811;7417;24376;29272
0;5.5;0.45;40;100;3;3866;18394;752;116;9986;136;961;8853;28944;34872
0;5.5;0.45;40;100;4;4495;21379;873;135;11597;157;1112;10289;33512;40473
0;5.5;0.45;40;150;1;2609;12425;511;78;6764;93;660;5981;19808;23672
0;5.5;0.45;40;150;2;3237;15410;632;97;8375;114;811;7417;24376;29272
0;5.5;0.45;40;150;3;3866;18394;752;116;9986;136;961;8853;28944;34872
0;5.5;0.45;40;150;4;4495;21379;873;135;11597;157;1112;10289;33512;40473
15;4;0.15;10;0;1;3194;15193;622;96;8251;112;792;7313;23886;28775
15;4;0.15;10;0;2;3845;18286;747;115;9920;134;948;8802;28620;34579
15;4;0.15;10;0;3;4497;21379;871;135;11590;156;1104;10290;33353;40382
15;4;0.15;10;0;4;5149;24472;996;154;13260;178;1260;11778;38087;46185
15;4;0.15;10;50;1;3194;15194;622;96;8251;112;792;7314;23891;28777
15;4;0.15;10;50;2;3846;18287;747;115;9921;134;948;8802;28625;34580
15;4;0.15;10;50;3;4497;21380;872;135;11591;156;1104;10290;33358;40383
15;4;0.15;10;50;4;5149;24473;996;154;13261;178;1260;11778;38092;46187
15;4;0.15;10;100;1;3194;15195;622;96;8252;112;792;7314;23896;28778
15;4;0.15;10;100;2;3846;18288;747;115;9922;134;948;8802;28630;34581
15;4;0.15;10;100;3;4497;21381;872;135;11592;156;1104;10290;33363;40385
15;4;0.15;10;100;4;5149;24473;996;154;13261;178;1260;11779;38097;46188
15;4;0.15;10;150;1;3194;15195;622;96;8253;112;793;7315;23902;28779
15;4;0.15;10;150;2;3846;18288;747;115;9923;134;949;8803;28635;34583
15;4;0.15;10;150;3;4498;21381;872;135;11592;156;1105;10291;33368;40386
15;4;0.15;10;150;4;5149;24474;997;154;13262;178;1260;11779;38102;46189
15;4;0.15;20;0;1;2986;14209;582;90;7719;105;743;6840;22379;26928
15;4;0.15;20;0;2;3633;17280;706;109;9377;127;897;8318;27080;32691
15;4;0.15;20;0;3;4281;20352;830;128;11036;149;1052;9795;31781;38455
15;4;0.15;20;0;4;4928;23424;954;148;12694;171;1207;11273;36482;44218
15;4;0.15;20;50;1;2986;14209;582;90;7720;105;743;6840;22384;26929
15;4;0.15;20;50;2;3634;17281;706;109;9378;127;898;8318;27085;32692
15;4;0.15;20;50;3;4281;20353;830;128;11036;149;1052;9796;31786;38456
15;4;0.15;20;50;4;4928;23424;954;148;12694;171;1207;11274;36487;44219
15;4;0.15;20;100;1;2987;14210;582;90;7721;105;743;6840;22389;26930
15;4;0.15;20;100;2;3634;17282;706;109;9379;127;898;8318;27090;32694
15;4;0.15;20;100;3;4281;20353;830;128;11037;149;1053;9796;31791;38457
15;4;0.15;20;100;4;4928;23425;954;148;12695;171;1207;11274;36492;44221
15;4;0.15;20;150;1;2987;14210;582;90;7721;105;743;6841;22394;26932
15;4;0.15;20;150;2;3634;17282;706;109;9379;127;898;8319;27095;32695
15;4;0.15;20;150;3;4281;20354;830;128;11038;149;1053;9797;31796;38458
15;4;0.15;20;150;4;4928;23426;954;148;12696;171;1208;11274;36497;44222
15;4;0.15;30;0;1;2779;13224;542;83;7188;98;693;6366;20872;25080
15;4;0.15;30;0;2;3422;16274;665;103;8834;120;847;7834;25540;30804
15;4;0.15;30;0;3;4064;19325;789;122;10481;141;1001;9301;30209;36527
15;4;0.15;30;0;4;4707;22375;912;141;12128;163;1154;10769;34877;42251
15;4;0.15;30;50;1;2779;13224;542;83;7188;98;693;6366;20877;25081
15;4;0.15;30;50;2;3422;16275;666;103;8835;120;847;7834;25546;30805
15;4;0.15;30;50;3;4064;19325;789;122;10482;141;1001;9302;30214;36528
15;4;0.15;30;50;4;4707;22376;912;141;12128;163;1154;10769;34882;42252
15;4;0.15;30;100;1;2779;13225;542;83;7189;98;693;6367;20882;25083
15;4;0.15;30;100;2;3422;16276;666;103;8836;120;847;7834;25551;30806
15;4;0.15;30;100;3;4065;19326;789;122;10482;141;1001;9302;30219;36530
15;4;0.15;30;100;4;4707;22376;912;141;12129;163;1155;10770;34887;42253
15;4;0.15;30;150;1;2779;13226;543;83;7190;98;693;6367;20887;25084
15;4;0.15;30;150;2;3422;16276;666;103;8836;120;847;7835;25556;30807
15;4;0.15;30;150;3;4065;19327;789;122;10483;141;1001;9302;30224;36531
15;4;0.15;30;150;4;4707;22377;912;141;12130;163;1155;10770;34893;42255
15;4;0.15;40;0;1;2571;12239;503;77;6656;91;643;5892;19365;23232
15;4;0.15;40;0;2;3210;15268;625;96;8291;112;796;7349;24001;28916
15;4;0.15;40;0;3;3848;18297;747;115;9926;134;949;8807;28637;34600
15;4;0.15;40;0;4;4486;21327;869;134;11562;156;1101;10264;33273;40283
15;4;0.15;40;50;1;2571;12240;503;77;6657;91;643;5892;19370;23234
15;4;0.15;40;50;2;3210;15269;625;96;8292;112;796;7350;24006;28917
15;4;0.15;40;50;3;3848;18298;747;115;9927;134;949;8807;28642;34601
15;4;0.15;40;50;4;4486;21327;869;134;11562;156;1102;10265;33278;40284
15;4;0.15;40;100;1;2572;12240;503;77;6657;91;644;5893;19375;23235
15;4;0.15;40;100;2;3210;15269;625;96;8293;113;796;7350;24011;28918
15;4;0.15;40;100;3;3848;18299;747;115;9928;134;949;8808;28647;34602
15;4;0.15;40;100;4;4486;21328;869;134;11563;156;1102;10265;33283;40286
15;4;0.15;40;150;1;2572;12241;503;77;6658;91;644;5893;19380;23236
15;4;0.15;40;150;2;3210;15270;625;96;8293;113;796;7351;24016;28920
15;4;0.15;40;150;3;3848;18299;747;115;9929;134;949;8808;28652;34603
15;4;0.15;40;150;4;4486;21328;870;134;11564;156;1102;10265;33288;40287
15;4;0.25;10;0;1;3194;15194;622;96;8252;112;792;7314;23888;28775
15;4;0.25;10;0;2;3845;18287;747;115;9921;134;948;8802;28621;34579
15;4;0.25;10;0;3;4497;21379;871;135;11591;156;1104;10290;33354;40382
15;4;0.25;10;0;4;5149;24472;996;154;13261;178;1260;11778;38088;46185
15;4;0.25;10;50;1;3194;15194;622;96;8252;112;792;7314;23893;28777
15;4;0.25;10;50;2;3846;18287;747;115;9922;134;948;8802;28626;34580
15;4;0.25;10;50;3;4497;21380;872;135;11592;156;1104;10290;33360;40383
15;4;0.25;10;50;4;5149;24473;996;154;13261;178;1260;11778;38093;46187
15;4;0.25;10;100;1;3194;15195;622;96;8253;112;792;7314;23898;28778
15;4;0.25;10;100;2;3846;18288;747;115;9923;134;948;8802;28631;34581
15;4;0.25;10;100;3;4497;21381;872;135;11592;156;1104;10291;33365;40385
15;4;0.25;10;100;4;5149;24474;996;154;13262;178;1260;11779;38098;46188
15;4;0.25;10;150;1;3194;15195;622;96;8254;112;793;7315;23903;28779
15;4;0.25;10;150;2;3846;18288;747;115;9923;134;949;8803;28636;34583
15;4;0.25;10;150;3;4498;21381;872;135;11593;156;1105;10291;33370;40386
15;4;0.25;10;150;4;5149;24474;997;154;13263;178;1260;11779;38103;46189
15;4;0.25;20;0;1;2986;14209;582;90;7720;105;743;6840;22380;26928
15;4;0.25;20;0;2;3633;17281;706;109;9378;127;897;8318;27081;32691
15;4;0.25;20;0;3;4281;20352;830;128;11036;149;1052;9796;31782;38455
15;4;0.25;20;0;4;4928;23424;954;148;12695;171;1207;11273;36483;44218
15;4;0.25;20;50;1;2986;14209;582;90;7721;105;743;6840;22386;26929
15;4;0.25;20;50;2;3634;17281;706;109;9379;127;898;8318;27087;32692
15;4;0.25;20;50;3;4281;20353;830;128;11037;149;1052;9796;31787;38456
15;4;0.25;20;50;4;4928;23425;954;148;12695;171;1207;11274;36488;44219
15;4;0.25;20;100;1;2987;14210;582;90;7721;105;743;6841;22391;26930
15;4;0.25;20;100;2;3634;17282;706;109;9380;127;898;8318;27092;32694
15;4;0.25;20;100;3;4281;20353;830;128;11038;149;1053;9796;31793;38457
15;4;0.25;20;100;4;4928;23425;954;148;12696;171;1207;11274;36493;44221
15;4;0.25;20;150;1;2987;14211;582;90;7722;105;743;6841;22396;26932
15;4;0.25;20;150;2;3634;17282;706;109;9380;127;898;8319;27097;32695
15;4;0.25;20;150;3;4281;20354;830;128;11038;149;1053;9797;31798;38459
15;4;0.25;20;150;4;4928;23426;954;148;12697;171;1208;11275;36499;44222
15;4;0.25;30;0;1;2779;13224;542;83;7188;98;693;6366;20873;25080
15;4;0.25;30;0;2;3422;16274;665;103;8835;120;847;7834;25542;30804
15;4;0.25;30;0;3;4064;19325;789;122;10482;141;1001;9301;30210;36527
15;4;0.25;30;0;4;4707;22375;912;141;12128;163;1154;10769;34879;42251
15;4;0.25;30;50;1;2779;13225;542;83;7189;98;693;6366;20879;25081
15;4;0.25;30;50;2;3422;16275;666;103;8836;120;847;7834;25547;30805
15;4;0.25;30;50;3;4064;19326;789;122;10482;141;1001;9302;30215;36528
15;4;0.25;30;50;4;4707;22376;912;141;12129;163;1154;10769;34884;42252
15;4;0.25;30;100;1;2779;13225;542;83;7190;98;693;6367;20884;25083
15;4;0.25;30;100;2;3422;16276;666;103;8836;120;847;7834;25552;30806
15;4;0.25;30;100;3;4065;19326;789;122;10483;141;1001;9302;30220;36530
15;4;0.25;30;100;4;4707;22377;912;141;12130;163;1155;10770;34889;42253
15;4;0.25;30;150;1;2779;13226;543;83;7190;98;693;6367;20889;25084
15;4;0.25;30;150;2;3422;16276;666;103;8837;120;847;7835;25557;30807
15;4;0.25;30;150;3;4065;19327;789;122;10484;141;1001;9302;30225;36531
15;4;0.25;30;150;4;4707;22377;912;141;12131;163;1155;10770;34894;42255
15;4;0.25;40;0;1;2571;12239;503;77;6657;91;643;5892;19366;23232
15;4;0.25;40;0;2;3210;15268;625;96;8292;112;796;7350;24002;28916
15;4;0.25;40;0;3;3848;18298;747;115;9927;134;949;8807;28638;34600
15;4;0.25;40;0;4;4486;21327;869;134;11562;156;1101;10264;33274;40283
15;4;0.25;40;50;1;2571;12240;503;77;6657;91;643;5893;19371;23234
15;4;0.25;40;50;2;3210;15269;625;96;8293;112;796;7350;24007;28917
15;4;0.25;40;50;3;3848;18298;747;115;9928;134;949;8807;28643;34601
15;4;0.25;40;50;4;4486;21327;869;134;11563;156;1102;10265;33279;40285
15;4;0.25;40;100;1;2572;12241;503;77;6658;91;644;5893;19377;23235
15;4;0.25;40;100;2;3210;15270;625;96;8293;113;796;7350;24012;28919
15;4;0.25;40;100;3;3848;18299;747;115;9929;134;949;8808;28648;34602
15;4;0.25;40;100;4;4486;21328;869;134;11564;156;1102;10265;33284;40286
15;4;0.25;40;150;1;2572;12241;503;77;6659;91;644;5893;19382;23236
15;4;0.25;40;150;2;3210;15270;625;96;8294;113;796;7351;24017;28920
15;4;0.25;40;150;3;3848;18299;747;115;9929;134;949;8808;28653;34603
15;4;0.25;40;150;4;4486;21329;870;134;11565;156;1102;10266;33289;40287
15;4;0.35;10;0;1;3194;15194;622;96;8252;112;792;7314;23889;28775
15;4;0.35;10;0;2;3845;18287;747;115;9922;134;948;8802;28622;34579
15;4;0.35;10;0;3;4497;21380;871;135;11592;156;1104;10290;33356;40382
15;4;0.35;10;0;4;5149;24473;996;154;13261;178;1260;11778;38089;46186
15;4;0.35;10;50;1;3194;15194;622;96;8253;112;792;7314;23894;28777
15;4;0.35;10;50;2;3846;18287;747;115;9923;134;948;8802;28627;34580
15;4;0.35;10;50;3;4497;21380;872;135;11592;156;1104;10290;33361;40383
15;4;0.35;10;50;4;5149;24473;996;154;13262;178;1260;11778;38094;46187
15;4;0.35;10;100;1;3194;15195;622;96;8254;112;792;7314;23899;28778
15;4;0.35;10;100;2;3846;18288;747;115;9923;134;948;8803;28633;34581
15;4;0.35;10;100;3;4497;21381;872;135;11593;156;1104;10291;33366;40385
15;4;0.35;10;100;4;5149;24474;996;154;13263;178;1260;11779;38099;46188
15;4;0.35;10;150;1;3194;15196;622;96;8254;112;793;7315;23904;28779
15;4;0.35;10;150;2;3846;18289;747;115;9924;134;949;8803;28638;34583
15;4;0.35;10;150;3;4498;21382;872;135;11594;156;1105;10291;33371;40386
15;4;0.35;10;150;4;5149;24474;997;154;13264;178;1260;11779;38105;46189
15;4;0.35;20;0;1;2986;14209;582;90;7721;105;743;6840;22382;26928
15;4;0.35;20;0;2;3633;17281;706;109;9379;127;897;8318;27083;32691
15;4;0.35;20;0;3;4281;20352;830;128;11037;149;1052;9796;31784;38455
15;4;0.35;20;0;4;4928;23424;954;148;12695;171;1207;11274;36485;44218
15;4;0.35;20;50;1;2986;14210;582;90;7721;105;743;6840;22387;26929
15;4;0.35;20;50;2;3634;17281;706;109;9380;127;898;8318;27088;32693
15;4;0.35;20;50;3;4281;20353;830;128;11038;149;1052;9796;31789;38456
15;4;0.35;20;50;4;4928;23425;954;148;12696;171;1207;11274;36490;44219
15;4;0.35;20;100;1;2987;14210;582;90;7722;105;743;6841;22392;26930
15;4;0.35;20;100;2;3634;17282;706;109;9380;127;898;8319;27093;32694
15;4;0.35;20;100;3;4281;20354;830;128;11039;149;1053;9796;31794;38457
15;4;0.35;20;100;4;4928;23425;954;148;12697;171;1207;11274;36495;44221
15;4;0.35;20;150;1;2987;14211;582;90;7723;105;743;6841;22397;26932
15;4;0.35;20;150;2;3634;17283;706;109;9381;127;898;8319;27098;32695
15;4;0.35;20;150;3;4281;20354;830;128;11039;149;1053;9797;31799;38459
15;4;0.35;20;150;4;4928;23426;954;148;12697;171;1208;11275;36500;44222
15;4;0.35;30;0;1;2779;13224;542;83;7189;98;693;6366;20875;25080
15;4;0.35;30;0;2;3422;16275;665;103;8836;120;847;7834;25543;30804
15;4;0.35;30;0;3;4064;19325;789;122;10483;141;1001;9301;30211;36527
15;4;0.35;30;0;4;4707;22376;912;141;12129;163;1154;10769;34880;42251
15;4;0.35;30;50;1;2779;13225;542;83;7190;98;693;6366;20880;25081
15;4;0.35;30;50;2;3422;16275;666;103;8837;120;847;7834;25548;30805
15;4;0.35;30;50;3;4064;19326;789;122;10483;141;1001;9302;30217;36528
15;4;0.35;30;50;4;4707;22376;912;141;12130;163;1154;10769;34885;42252
15;4;0.35;30;100;1;2779;13225;542;83;7191;98;693;6367;20885;25083
15;4;0.35;30;100;2;3422;16276;666;103;8837;120;847;7834;25553;30806
15;4;0.35;30;100;3;4065;19326;789;122;10484;141;1001;9302;30222;36530
15;4;0.35;30;100;4;4707;22377;912;141;12131;163;1155;10770;34890;42253
15;4;0.35;30;150;1;2779;13226;543;83;7191;98;693;6367;20890;25084
15;4;0.35;30;150;2;3422;16276;666;103;8838;120;847;7835;25558;30807
15;4;0.35;30;150;3;4065;19327;789;122;10485;141;1001;9303;30227;36531
15;4;0.35;30;150;4;4707;22377;912;141;12131;163;1155;10770;34895;42255
15;4;0.35;40;0;1;2571;12239;503;77;6658;91;643;5892;19368;23232
15;4;0.35;40;0;2;3210;15269;625;96;8293;112;796;7350;24003;28916
15;4;0.35;40;0;3;3848;18298;747;115;9928;134;949;8807;28639;34600
15;4;0.35;40;0;4;4486;21327;869;134;11563;156;1101;10265;33275;40283
15;4;0.35;40;50;1;2571;12240;503;77;6658;91;643;5893;19373;23234
15;4;0.35;40;50;2;3210;15269;625;96;8293;112;796;7350;24009;28917
15;4;0.35;40;50;3;3848;18298;747;115;9929;134;949;8808;28644;34601
15;4;0.35;40;50;4;4486;21328;869;134;11564;156;1102;10265;33280;40285
15;4;0.35;40;100;1;2572;12241;503;77;6659;91;644;5893;19378;23235
15;4;0.35;40;100;2;3210;15270;625;96;8294;113;796;7350;24014;28919
15;4;0.35;40;100;3;3848;18299;747;115;9929;134;949;8808;28650;34602
15;4;0.35;40;100;4;4486;21328;869;134;11565;156;1102;10265;33285;40286
15;4;0.35;40;150;1;2572;12241;503;77;6660;91;644;5893;19383;23236
15;4;0.35;40;150;2;3210;15270;625;96;8295;113;796;7351;24019;28920
15;4;0.35;40;150;3;3848;18300;747;115;9930;134;949;8808;28655;34604
15;4;0.35;40;150;4;4486;21329;870;134;11565;156;1102;10266;33290;40287
15;4;0.45;10;0;1;3194;15194;622;96;8253;112;792;7314;23890;28776
15;4;0.45;10;0;2;3845;18287;747;115;9923;134;948;8802;28624;34579
15;4;0.45;10;0;3;4497;21380;871;135;11592;156;1104;10290;33357;40382
15;4;0.45;10;0;4;5149;24473;996;154;13262;178;1260;11778;38091;46186
15;4;0.45;10;50;1;3194;15195;622;96;8254;112;792;7314;23895;28777
15;4;0.45;10;50;2;3846;18288;747;115;9924;134;948;8802;28629;34580
15;4;0.45;10;50;3;4497;21380;872;135;11593;156;1104;10290;33362;40384
15;4;0.45;10;50;4;5149;24473;996;154;13263;178;1260;11779;38096;46187
15;4;0.45;10;100;1;3194;15195;622;96;8255;112;792;7315;23900;28778
15;4;0.45;10;100;2;3846;18288;747;115;9924;134;948;8803;28634;34581
15;4;0.45;10;100;3;4497;21381;872;135;11594;156;1104;10291;33367;40385
15;4;0.45;10;100;4;5149;24474;996;154;13264;178;1260;11779;38101;46188
15;4;0.45;10;150;1;3194;15196;622;96;8255;112;793;7315;23906;28779
15;4;0.45;10;150;2;3846;18289;747;115;9925;134;949;8803;28639;34583
15;4;0.45;10;150;3;4498;21382;872;135;11595;156;1105;10291;33372;40386
15;4;0.45;10;150;4;5149;24475;997;154;13264;178;1260;11779;38106;46189
15;4;0.45;20;0;1;2986;14209;582;90;7722;105;743;6840;22383;26928
15;4;0.45;20;0;2;3633;17281;706;109;9380;127;897;8318;27084;32691
15;4;0.45;20;0;3;4281;20353;830;128;11038;149;1052;9796;31785;38455
15;4;0.45;20;0;4;4928;23424;954;148;12696;171;1207;11274;36486;44218
15;4;0.45;20;50;1;2986;14210;582;90;7722;105;743;6840;22388;26929
15;4;0.45;20;50;2;3634;17281;706;109;9380;127;898;8318;27089;32693
15;4;0.45;20;50;3;4281;20353;830;128;11039;149;1052;9796;31790;38456
15;4;0.45;20;50;4;4928;23425;954;148;12697;171;1207;11274;36491;44219
15;4;0.45;20;100;1;2987;14210;582;90;7723;105;743;6841;22393;26930
