RCA;Asphalt;Additive;TR;HD;WC;OD;GW;SM;AC;EU;CA;NCA;RE;EC;FFD
30.787;4.472;0.289;34.569;142.475;3.903;4547.713;21620.032;881.169;136.185;11719.94;157.978;1118.327;10405.15;33764.986;40859.191
43.994;5.578;0.591;11.79;137.799;0.401;2826.77;13457.078;552.071;84.873;7315.045;100.222;712.155;6476.625;21377.451;25614.565
35.721;5.039;0.441;25.816;140.041;0.05;2289.373;10904.076;448.924;68.804;5936.14;81.754;580.823;5248.839;17419.78;20789.462
2.005;5.024;0.148;40.266;17.836;4.533;4822.983;22931.593;935.077;144.47;12431.78;167.736;1187.444;11036.146;35835.128;43355.806
3.498;4.18;0.53;23.439;47.233;0.205;2405.206;11452.506;471.28;72.242;6236.859;85.359;604.367;5514.035;18188.801;21760.927
22.257;5.714;0.22;26.955;82.694;4.676;5219.587;24815.892;1010.999;156.334;13446.388;181.436;1285.6;11941.703;38772.098;46936.761
0.385;4.73;0.24;38.188;31.096;1.467;2922.816;13911.734;570.943;87.731;7563.48;103.21;731.222;6696.749;22005.651;26412.119
0.963;4.893;0.448;6.255;148.811;1.476;3610.421;17176.454;702.774;108.267;9327.68;126.6;896.628;8267.451;27020.375;32547.711
25.139;5.732;0.388;12.801;141.571;0.028;2573.054;12254.841;504.092;77.329;6667.389;91.797;652.514;5898.319;19558.794;23369.143
8.084;4.484;0.291;14.684;13.991;0.022;2477.757;11797.639;485.246;74.423;6420.654;87.942;623.181;5679.587;18738.103;22429.175
38.916;4.128;0.536;36.875;84.093;1.623;3035.696;14441.755;590.953;91.024;7843.793;106.484;754.253;6951.466;22732.316;27367.039
4.239;5.963;0.296;22.606;191.798;2.776;4117.77;19589.23;800.71;123.477;10629.495;144.359;1023.682;9427.283;30814.658;37145.638
43.572;5.335;0.428;34.364;157.85;2.066;3398.304;16168.088;661.398;101.916;8777.199;119.465;847.768;7781.197;25505.324;30686.194
20.462;5.379;0.239;39.421;8.198;2.314;3445.076;16392.241;670.814;103.346;8898.49;121.113;859.006;7889.011;25841.278;31108.999
10.944;5.544;0.202;19.475;66.202;3.486;4630.816;22021.484;898.414;138.759;11939.62;161.457;1144.014;10597.615;34486.35;41682.243
13.261;5.317;0.441;39.178;153.201;1.471;2918.301;13892.509;570.218;87.621;7553.448;103.327;733.108;6686.864;22031.349;26414.196
20.271;5.482;0.135;10.395;57.959;1.869;3794.174;18049.362;737.816;113.772;9792.729;133.014;943.238;8686.269;28391.653;34225.643
37.358;4.783;0.259;42.233;32.922;1.728;3003.029;14289.856;585.152;90.096;7759.785;105.703;749.67;6877.573;22551.338;27125.404
0.159;4.848;0.327;37.205;164.222;2.577;3650.706;17367.267;710.47;109.467;9429.768;127.941;906.041;8359.259;27306.863;32903.196
28.999;5.112;0.111;28.42;82.044;3.839;4649.832;22107.896;901.184;139.28;11981.772;161.759;1145.929;10639.11;34562.682;41816.785
24.128;4.824;0.333;9.614;197.095;3.157;4624.615;21987.355;896.427;138.509;11920.683;160.835;1138.859;10581.844;34372.068;41571.351
18.714;5.078;0.52;11.039;188.467;2.843;4396.286;20905.823;853.023;131.717;11339.352;153.261;1085.564;10061.403;32743.821;39557.732
27.79;4.677;0.573;25.442;42.206;4.991;5449.144;25900.551;1053.941;163.116;14032.222;188.6;1334.773;12464.37;40325.08;48902.582
5.54;5.486;0.32;25.055;180.787;1.561;3282.055;15620.247;640.227;98.498;8486.478;115.778;821.156;7518.079;24693.984;29667.282
26.303;5.951;0.506;8.618;31.106;3.233;4719.434;22443.688;915.214;141.419;12167.449;164.581;1166.892;10800.077;35158.562;42499.875
2.324;5.178;0.536;5.696;92.81;2.529;4312.61;20510.75;837.459;129.245;11128.478;150.541;1066.136;9871.447;32150.871;38822.212
13.926;5.436;0.365;19.154;136.22;2.182;3803.786;18095.663;739.886;114.06;9821.659;133.383;945.598;8708.965;28472.863;34308.686
26.036;5.106;0.342;26.1;22.422;1.706;3341.272;15897.945;650.553;100.225;8631.217;117.415;832.598;7651.334;25055.102;30163.363
41.095;5.228;0.298;18.267;43.8;4.144;5073.432;24118.525;981.981;151.924;13065.807;176.078;1247.44;11606.031;37635.59;45596.187
12.598;5.589;0.285;21.136;58.114;0.309;2571.996;12250.053;504.047;77.303;6665.134;91.718;651.517;5896.215;19535.751;23350.623
14.936;5.849;0.101;40.891;167.387;2.052;3257.668;15504.976;635.59;97.782;8421.01;115.102;817.146;7462.039;24546.468;29476.057
10.503;5.083;0.562;32.578;24.036;0.463;2413.082;11494.033;473.269;72.53;6259.177;86.072;610.811;5533.05;18333.014;21897.789
22.723;5.098;0.506;41.728;66.99;3.301;4012.882;19086.043;779.358;120.274;10354.924;140.213;993.511;9185.505;29944.695;36144.249
6.166;5.036;0.146;42.355;62.475;0.734;2378.952;11331.278;466.828;71.51;6168.757;84.912;602.557;5454.752;18080.03;21590.897
20.736;5.512;0.557;6.185;176.399;1.489;3641.962;17327.74;708.822;109.226;9408.313;127.931;907.298;8339.471;27309.132;32872.386
38.52;4.335;0.107;5.892;167.115;0.417;2908.99;13840.433;567.011;87.248;7518.02;102.358;725.488;6662.134;21845.682;26254.293
26.574;5.322;0.333;39.777;179.412;0.976;2593.966;12351.678;507.784;77.923;6718.976;92.29;655.473;5945.305;19671.171;23524.464
9.298;4.433;0.416;30.379;126.062;3.138;4150.223;19735.389;805.574;124.341;10706.865;144.593;1023.247;9498.849;30886.855;37319.316
19.07;5.025;0.103;38.096;154.947;1.209;2768.722;13179.887;541.17;83.129;7164.625;98.063;695.713;6344.004;20905.989;25059.456
27.677;4.03;0.378;31.953;6.322;3.077;4070.242;19352.375;789.25;121.914;10494.534;141.502;1001.237;9314.211;30232.874;36574.291
41.713;4.785;0.561;33.79;144.008;0.406;2342.53;11154.766;458.757;70.368;6071.245;83.393;592.145;5369.624;17778.319;21243.018
22.2;4.436;0.252;20.92;184.459;0.938;2939.185;13985.954;573.317;88.174;7600.365;103.518;733.449;6732.414;22086.78;26532.959
40.211;4.36;0.298;14.56;93.007;4.3;5246.54;24935.653;1014.578;157.032;13507.234;181.509;1284.569;12000.136;38813.286;47072.873
4.208;4.3;0.1;16.241;74.415;3.385;4615.887;21944.8;894.779;138.238;11897.861;160.311;1134.026;10561.944;34253.197;41456.968
18.797;4.908;0.274;38.243;17.335;3.952;4500.029;21397.155;872.576;134.808;11600.65;156.613;1109.043;10297.527;33458.324;40468.782
9.293;4.005;0.594;38.35;14.732;2.549;3594.034;17093.778;698.655;107.713;9281.023;125.498;887.74;8228.213;26798.454;32334.097
4.061;5.313;0.596;37.128;37.561;3.627;4323.064;20561.063;839.509;129.565;11155.934;150.957;1069.286;9895.507;32239.43;38925.194
38.149;4.563;0.567;10.63;77.012;1.115;3272.489;15568.022;636.667;98.122;8452.658;114.746;813.199;7492.99;24498.054;29508.515
17.484;5.131;0.2;42.973;37.119;1.236;2684.673;12782.02;525.093;80.633;6949.954;95.244;675.89;6152.357;20297.846;24319.072
38.047;4.49;0.117;31.8;161.599;3.765;4521.263;21493.567;875.954;135.387;11649.572;157.066;1112.105;10344.158;33572.118;40624.033
42.894;5.826;0.219;29.366;139.548;0.357;2438.48;11614.655;477.907;73.298;6317.343;87.197;620.576;5589.809;18577.558;22175.388
4.576;4.703;0.48;20.829;4.104;0.212;2482.917;11823.854;486.531;74.595;6437.302;88.267;625.673;5692.191;18805.529;22492.021
27.796;4.671;0.445;22.768;89.56;2.486;3901.808;18556.087;757.619;116.924;10067.086;136.194;964.643;8930.792;29090.291;35122.397
28.899;4.608;0.527;37.899;13.374;4.719;4992.952;23734.89;966.424;149.495;12862.008;173.081;1225.093;11422.329;36997.748;44834.63
34.021;4.005;0.412;43.183;72.266;3.457;4069.257;19346.933;788.945;121.874;10491.476;141.452;1000.983;9311.643;30227.355;36562.823
0.495;5.484;0.276;34.079;18.517;1.521;3062.902;14580.452;598.365;91.962;7925.418;108.369;768.726;7017.847;23102.546;27716.136
2.302;5.643;0.568;32.521;7.725;2.499;3717.647;17689.366;723.857;111.516;9606.249;130.636;926.19;8513.594;27877.9;33558.635
7.767;4.416;0.477;39.516;98.441;2.096;3287.608;15641.36;640.367;98.593;8497.362;115.363;816.723;7529.128;24619.995;29636.251
18.654;4.436;0.324;25.843;135.057;1.036;2899.311;13797.243;565.72;86.99;7499.064;102.166;723.801;6641.608;21794.398;26178.317
30.21;4.638;0.289;37.306;98.877;3.561;4270.633;20305.944;828.174;127.928;11010.136;148.659;1052.722;9772.641;31763.023;38404.156
0.339;5.675;0.514;33.119;196.874;1.15;2854.328;13592.002;558.586;85.749;7394.36;101.417;719.834;6542.234;21612.293;25873.027
3.409;4.012;0.581;42.964;180.58;1.835;3040.418;14466.585;592.847;91.192;7864.337;106.798;755.554;6964.412;22788.26;27405.23
15.971;4.019;0.173;16.459;62.35;1.677;3496.993;16632.004;679.877;104.809;9027.752;122.174;864.497;8005.748;26085.42;31470.031
22.599;5.965;0.308;13.428;16.909;0.212;2686.46;12794.563;525.915;80.737;6957.183;95.723;680.528;6157.535;20392.023;24396.81
37.865;5.111;0.109;38.606;13.023;2.339;3473.528;16524.339;675.47;104.163;8964.545;121.802;863.881;7952.219;25996.339;31339.915
44.2;4.832;0.278;8.552;129.15;2.371;4139.161;19681.595;802.811;123.999;10671.31;144.258;1022.214;9471.889;30824.231;37246.03
34.019;4.622;0.423;29.631;45.513;2.965;4058.485;19299.045;787.326;121.594;10465.986;141.409;1001.543;9287.996;30209.458;36513.131
14.315;4.307;0.563;27.152;68.992;3.817;4654.737;22129.197;901.935;139.39;11998.776;161.579;1143.123;10650.57;34532.476;41802.117
43.091;5.308;0.281;37.586;91.822;2.731;3747.229;17824.03;728.066;112.336;9668.399;131.215;930.734;8577.615;28019.512;33791.497
27.049;5.371;0.181;8.941;84.204;2.401;4164.55;19806.206;808.501;124.813;10740.465;145.474;1031.218;9531.552;31068.039;37514.8
39.716;5.546;0.355;28.031;86.824;4.675;5193.33;24689.279;1005.337;155.522;13375.944;180.359;1278.089;11880.597;38551.603;46688.012
36.469;5.552;0.545;27.321;31.211;0.287;2426.807;11559.524;475.436;72.948;6289.459;86.617;615.864;5563.419;18452.37;22051.669
34.272;4.909;0.207;11.93;40.22;3.616;4870.904;23156.037;943.14;145.864;12546.516;169.081;1197.447;11143.359;36136.335;43769.575
1.491;4.164;0.473;12.094;53.427;3.826;4990.755;23724.201;966.572;149.423;12861.521;172.962;1223.068;11418.39;36969.209;44785.537
41.85;4.679;0.555;5.119;32.535;4.32;5474.72;26020.841;1058.37;163.868;14093.825;189.365;1340.474;12521.804;40493.032;49128.577
41.065;4.828;0.458;21.269;41.808;0.623;2741.966;13051.066;535.092;82.303;7092.113;96.87;687.382;6281.524;20660.489;24803.399
36.055;4.037;0.467;20.451;17.935;3.534;4615.266;21938.702;893.391;138.176;11889.608;159.919;1131.492;10558.377;34184.909;41427.367
30.754;5.812;0.253;19.062;82.17;0.746;2901.872;13815.265;566.887;87.147;7506.692;102.915;731.303;6648.677;21940.266;26302.625
27.981;5.83;0.319;19.932;32.474;2.122;3758.211;17880.277;730.939;112.716;9701.61;131.93;936.188;8604.436;28158.583;33930.421
25.324;4.455;0.495;17.923;120.545;3.498;4654.925;22129.705;901.817;139.392;11997.226;161.622;1143.882;10650.511;34544.959;41813.416
7.995;5.939;0.231;25.386;112.777;1.19;3052.726;14533.681;596.564;91.68;7898.839;108.233;768.579;6994.773;23070.296;27658.607
17.847;4.249;0.569;36.102;199.556;1.76;3142.775;14952.227;612.3;94.245;8124.873;110.344;781.245;7197.687;23553.204;28332.606
30.181;4.252;0.163;40.952;50.647;0.935;2514.366;11968.212;491.387;75.479;6507.126;88.912;630.195;5761.236;18955.982;22734.798
30.538;5.328;0.19;5.684;90.723;2.505;4301.466;20455.545;834.601;128.893;11090.481;150.073;1063.711;9843.947;32056.201;38730.419
21.315;4.97;0.457;10.343;56.745;1.962;3839.74;18263.644;746.122;115.099;9910.547;134.28;951.402;8789.924;28672.94;34592.921
28.655;4.084;0.102;11.185;87.21;4.357;5355.16;25450.471;1035.487;160.268;13785.586;185.097;1309.305;12248.251;39579.534;48021.045
29.631;4.144;0.377;12.832;120.944;2.434;4069.454;19348.744;789.303;121.89;10493.987;141.589;1002.067;9312.634;30254.99;36575.626
13.939;5.269;0.336;29.098;161.863;1.238;2984.472;14206.039;582.838;89.591;7721.655;105.539;748.7;6837.706;22505.499;26999.792
10.179;4.869;0.593;10.356;145.334;1.64;3628.626;17262.203;706.005;108.799;9373.676;127.164;900.745;8308.624;27147.197;32706.813
40.219;5.166;0.498;10.114;136.821;3.962;5139.615;24432.473;994.843;153.89;13239.069;178.37;1263.491;11757.607;38134.05;46181.139
38.907;4.773;0.589;35.287;127.317;4.001;4596.631;21853.636;890.545;137.658;11847.171;159.758;1131.44;10517.204;34148.622;41316.315
26.96;5.638;0.275;34.316;79.925;3.528;4326.839;20578.034;839.8;129.676;11158.196;151.12;1071.452;9902.708;32275.937;38980.091
15.783;4.414;0.154;38.602;117.396;0.365;2204.996;10501.706;432.768;66.266;5719.057;78.634;557.533;5056.001;16746.692;19993.838
20.225;4.086;0.175;35.943;7.134;3.113;4007.766;19056.363;777.574;120.059;10335.122;139.467;986.822;9171.908;29792.207;36023.124
26.756;4.931;0.297;23.88;161.788;2.037;3596.532;17108.11;699.477;107.825;9285.685;126.033;893.256;8234.05;26909.283;32423.443
25.397;5.295;0.327;29.969;29.003;2.518;3778.549;17974.338;734.489;113.29;9752.419;132.342;938.282;8650.22;28252.668;34071.784
8.29;4.421;0.477;27.805;42.417;4.961;5375.467;25550.921;1040.244;160.918;13846.534;186.091;1316.306;12296.875;39783.128;48229.912
10.384;5.653;0.273;5.433;63.118;4.639;5688.253;27041.116;1101.063;170.332;14650.249;197.349;1397.647;13012.672;42180.28;51107.466
1.716;4.987;0.343;41.37;96.896;0.394;2183.524;10404.226;429.507;65.678;5670.872;78.299;555.643;5008.967;16663.226;19847.454
5.145;4.596;0.444;26.801;172.838;4.359;5013.344;23833.205;971.155;150.121;12920.231;173.952;1230.751;11470.418;37177.87;45018.59
39.037;4.767;0.205;37.412;61.729;4.178;4661.039;22158.798;902.72;139.584;12007.448;161.877;1146.464;10663.624;34596.208;41889.361
33.681;5.882;0.51;20.438;15.644;0.977;3021.347;14383.247;589.639;90.72;7814.264;106.95;759.892;6921.74;22805.702;27371.433
14.59;5.06;0.146;16.105;172.017;1.932;3699.602;17598.729;719.632;110.923;9551.269;129.647;918.744;8470.138;27675.51;33352.605
27.392;5.151;0.239;40.491;181.141;4.997;5111.458;24299.236;989.832;153.059;13167.562;177.486;1257.015;11693.756;37937.907;45930.99
27.098;5.484;0.286;15.28;81.384;4.884;5617.986;26705.4;1086.986;168.207;14465.894;194.781;1379.616;12850.918;41638.522;50466.803
18.433;5.393;0.18;18.934;91.02;1.97;3671.897;17468.747;714.416;110.117;9480.325;128.847;913.635;8407.122;27500.054;33130.299
30.749;4.573;0.334;18.844;101.056;0.188;2503.407;11917.918;489.614;75.17;6482.231;88.748;629.473;5736.96;18920.203;22661.23
35.615;5.693;0.212;21.516;195.838;3.027;4296.516;20433.159;833.991;128.757;11079.861;150.148;1064.877;9833.111;32074.567;38713.103
6.552;5.306;0.147;9.296;38.963;3.449;4829.655;22964.298;936.434;144.683;12448.681;168.086;1190.415;11051.51;35908.162;43435.746
13.147;4.926;0.389;31.212;82.45;3.954;4658.777;22151.285;903.236;139.551;12010.438;162.062;1147.415;10660.65;34626.685;41884.65
19.514;5.813;0.205;5.444;62.222;0.674;3144.633;14968.327;613.695;94.405;8130.614;111.198;789.581;7203.658;23710.691;28466.095
8.571;4.314;0.268;24.313;136.387;2.347;3771.32;17936.209;732.923;113.023;9734.548;131.692;931.969;8633.275;28121.04;33936.181
5.323;5.576;0.128;41.804;152.521;2.814;3710.71;17654.817;722.39;111.299;9583.024;130.342;924.192;8496.794;27812.95;33491.417
40.566;5.349;0.596;33.424;153.891;0.185;2228.664;10617.373;437.451;67.007;5782.672;79.86;567.95;5110.671;17014.326;20271.443
25.249;4.985;0.332;24.567;153.759;2.501;3879.592;18452.082;753.767;116.28;10011.678;135.656;961.265;8880.652;28971.161;34948.467
13.82;4.033;0.286;43.635;178.76;0.369;2093.006;9968.581;411.122;62.899;5432.669;74.661;528.869;4800.001;15901.084;18968.246
6.548;5.924;0.147;41.753;158.064;4.495;4767.658;22673.035;925.085;142.871;12292.27;166.339;1178.955;10910.906;35526.511;42929.962
24.689;5.174;0.52;41.827;178.661;3.153;3918.722;18639.137;761.469;117.461;10114.907;137.106;971.719;8970.641;29281.872;35311.199
3.875;4.486;0.356;36.445;3.668;2.93;3885.915;18481.588;755.112;116.462;10030.3;135.684;960.292;8895.599;28972.741;34970.214
44.071;5.354;0.421;33.372;180.02;2.294;3564.638;16957.499;693.311;106.88;9203.73;125.127;887.803;8161.074;26720.392;32168.851
10.271;5.052;0.369;37.74;17.829;0.945;2609.528;12425.893;510.867;78.392;6760.536;92.705;657.657;5981.34;19753.523;23644.932
0.802;4.295;0.167;9.912;125.965;4.927;5757.117;27361.75;1113.477;172.308;14823.281;198.997;1407.18;13168.331;42546.527;51620.25
44.065;5.973;0.137;40.943;167.011;4.553;4823.118;22933.119;934.81;144.487;12427.135;168.085;1192.158;11035.409;35918.441;43422.607
39.097;4.033;0.211;37.835;84.512;0.079;2025.798;9647.48;397.421;60.87;5253.294;72.207;512.079;4644.749;15382.485;18366.261
39.864;4.334;0.38;10.925;190.709;2.591;4217.867;20052.974;817.743;126.316;10874.05;146.722;1038.819;9651.36;31361.065;37910.241
8.733;5.517;0.164;21.307;175.22;2.03;3662.198;17424.036;712.976;109.843;9458.314;128.656;912.261;8385.788;27454.368;33054.534
36.898;4.25;0.475;41.135;51.362;4.255;4624.186;21981.963;895.307;138.454;11913.738;160.357;1134.903;10579.109;34277.969;41522.692
23.936;5.31;0.141;28.759;20.479;1.565;3199.993;15228.167;623.71;96.022;8268.494;112.749;799.926;7328.873;24049.312;28920.775
37.296;4.907;0.246;19.817;181.584;1.809;3537.181;16825.173;687.856;106.038;9131.284;123.975;878.927;8097.818;26473.951;31891.702
28.388;5.44;0.394;23.58;13.063;0.767;2806.515;13361.488;548.302;84.282;7262.143;99.461;706.291;6430.607;21202.597;25425.819
0.834;5.572;0.282;20.802;164.152;3.556;4646.279;22095.997;901.713;139.232;11982.669;162.063;1148.105;10633.744;34613.234;41823.402
23.155;4.162;0.484;10.236;100.062;1.59;3575.88;17006.983;694.937;107.166;9231.476;124.904;884.081;8186.046;26674.949;32182.326
39.516;5.933;0.143;17.831;142.946;2.038;3754.054;17859.36;730.072;112.579;9688.37;131.844;936.025;8594.28;28145.926;33899.662
41.312;4.636;0.414;6.548;29.96;1.294;3476.61;16536.848;675.618;104.22;8972.949;121.642;862.093;7958.735;25972.843;31331.308
3.747;5.899;0.554;37.644;51.373;2.414;3556.336;16924.893;693.121;106.716;9193.529;125.303;888.919;8145.529;26731.996;32141.073
33.719;4.878;0.32;35.082;198.047;3.782;4463.343;21221.264;865.353;133.686;11505.812;155.365;1100.509;10213.08;33203.656;40137.93
7.951;4.701;0.107;38.994;52.888;0.76;2456.328;11696.654;481.325;73.797;6365.057;87.337;619.249;5630.771;18604.322;22254.618
26.983;5.1;0.334;17.937;169.682;0.749;2902.854;13816.612;566.749;87.129;7509.385;102.627;728.177;6650.292;21889.982;26258.557
13.98;5.769;0.47;34.502;0.312;3.693;4427.858;21059.765;859.591;132.715;11422.202;154.677;1096.436;10134.675;33032.68;39891.25
29.788;5.918;0.221;13.47;48.602;4.403;5356.453;25465.995;1037.102;160.428;13795.584;186.122;1319.136;12254.037;39775.629;48169.886
19.746;4.604;0.592;35.516;161.959;2.734;3783.386;17994.493;735.202;113.39;9767.241;132.223;936.309;8661.033;28239.757;34063.89
41.061;5.105;0.485;11.257;196.079;0.649;2979.172;14177.795;581.083;89.389;7704.172;105.181;746.495;6824.016;22447.178;26936.742
8.057;4.284;0.299;11.266;159.997;4.954;5744.092;27299.447;1110.794;171.91;14789.509;198.521;1403.935;13138.295;42449.245;51502.475
10.852;4.464;0.562;13.76;5.765;4.842;5616.499;26695.129;1086.347;168.114;14464.169;194.259;1374.089;12847.276;41534.65;50379.284
21.438;5.172;0.156;33.757;132.033;1.634;3133.797;14913.303;611.129;94.035;8100.327;110.494;783.76;7177.813;23570.161;28321.318
3.51;4.284;0.478;26.644;113.661;3.41;4404.097;20940.201;854.244;131.916;11358.501;153.143;1083.292;10078.785;32719.642;39569.795
12.67;5.794;0.293;39.409;161.066;3.469;4177.56;19871.413;811.808;125.242;10780.305;146.253;1036.996;9563.045;31226.577;37664.316
11.691;5.48;0.136;22.112;25.434;4.824;5422.961;25780.734;1050.041;162.401;13967.931;188.245;1333.156;12406.271;40229.136;48731.752
23.81;5.363;0.159;10.455;59.484;4.524;5495.937;26125.561;1063.576;164.56;14151.957;190.585;1349.766;12572.013;40737.282;49371.256
14.476;4.292;0.18;44.711;63.905;0.875;2399.371;11423.888;469.9;72.064;6216.814;85.146;603.315;5499.762;18142.915;21715.86
43.725;4.695;0.468;21.89;57.49;0.905;2905.6;13826.782;566.28;87.175;7510.559;102.336;725.861;6654.854;21835.886;26250.319
9.651;4.452;0.326;37.618;152.273;2.739;3738.451;17780.885;726.717;112.05;9651.163;130.653;924.84;8558.441;27897.73;33653.664
14.609;4.43;0.288;16.428;134.386;4.726;5481.236;26052.016;1060.371;164.067;14114.974;189.658;1341.686;12537.84;40549.965;49171.671
38.377;5.055;0.531;43.173;158.16;1.007;2534.933;12069.539;495.942;76.132;6566.016;90.086;639.733;5809.624;19208.767;22977.161
19.165;5.009;0.593;42.341;22.391;0.297;2102.52;10019.039;413.441;63.248;5461.16;75.448;535.846;4823.2;16059.27;19125.366
42.167;5.228;0.511;14.376;5.219;1.158;3243.747;15434.86;631.411;97.31;8378.936;114.055;809.334;7427.953;24338.968;29301.807
7.351;5.279;0.506;23.837;56.332;4.434;5133.735;24408.089;994.657;153.759;13231.19;178.382;1263.034;11746.342;38119.823;46141.607
24.455;4.769;0.192;25.39;120.08;4.924;5408.217;25706.135;1046.363;161.899;13925.987;187.312;1325.823;12370.872;40045.777;48545.482
4.669;5.661;0.317;43.333;87.475;2.661;3582.226;17045.931;697.859;107.471;9256.151;126.039;893.858;8203.84;26890.622;32353.667
15.638;4.387;0.23;29.721;33.589;4.88;5279.979;25096.534;1021.674;158.058;13597.72;182.779;1293.062;12077.97;39073.64;47375.983
10.717;5.701;0.116;39.88;120.841;4.358;4723.875;22463.715;916.394;141.546;12177.981;164.706;1167.201;10810.269;35180.521;42522.777
21.467;5.07;0.322;6.452;37.169;2.89;4526.355;21522.768;877.683;135.601;11668.641;157.585;1116.18;10357.805;33666.288;40715.017
7.986;4.571;0.548;38.624;183.85;1.294;2800.01;13327.926;547.127;84.046;7249.55;98.941;700.949;6416.018;21099.101;25305.566
0.748;4.884;0.564;20.781;118.608;0.605;2743.001;13059.648;536.629;82.374;7106.275;97.21;689.002;6286.782;20720.544;24822.286
0.609;4.537;0.312;14.508;67.085;4.71;5515.072;26214.428;1067.315;165.099;14205.231;190.933;1350.534;12616.162;40815.668;49482.898
30.624;5.176;0.207;28.59;72.913;3.312;4311.487;20502.426;836.369;129.184;11115.526;150.318;1065.227;9866.589;32110.358;38808.24
40.253;5.089;0.467;33.364;138.617;3.895;4575.049;21752.425;886.645;137.032;11791.955;159.2;1127.991;10468.208;34024.964;41147.635
17.041;4.179;0.494;13.159;122.616;1.445;3420.795;16271.498;665.443;102.543;8835.858;119.701;847.226;7832.345;25557.381;30803.334
23.317;5.712;0.237;40.995;139.858;3.052;3879.804;18456.742;754.411;116.337;10014.154;136.062;965.137;8882.224;29046.61;35005.099
13.559;4.83;0.425;16.378;197.28;1.955;3702.165;17610.353;719.999;110.986;9560.006;129.627;918.196;8476.099;27676.619;33358.349
35.128;5.444;0.179;21.596;56.451;4.062;4948.768;23528.099;958.481;148.221;12747.679;172.018;1218.97;11321.925;36759.678;44503.003
30.561;4.778;0.325;36.863;137.743;4.046;4590.077;21822.745;889.527;137.47;11829.922;159.58;1130.066;10502.423;34104.71;41259.432
40.234;5.176;0.218;24.591;22.518;1.389;3173.05;15098.523;617.915;95.195;8195.511;111.65;792.3;7266.17;23821.411;28668.583
24.417;4.811;0.165;11.967;73.08;4.454;5409.833;25714.076;1046.645;161.952;13929.513;187.367;1326.272;12374.535;40055.371;48563.006
28.774;4.929;0.351;17.031;97.236;0.379;2677.518;12746.305;523.299;80.393;6930.242;94.852;673.043;6135.259;20223.565;24238.725
9.952;5.437;0.162;6.476;59.593;0.34;2892.695;13771.362;565.43;86.869;7485.649;102.514;727.524;6628.31;21849.933;26195.565
40.475;5.972;0.184;21.445;189.957;3.981;4908.116;23336.884;951.231;147.027;12646.571;170.999;1212.653;11229.843;36543.092;44179.97
11.783;5.265;0.232;22.348;116.41;3.619;4647.295;22098.248;901.357;139.231;11981.238;161.87;1146.545;10634.841;34579.701;41807.988
31.989;5.781;0.4;39.234;70.223;1.112;2702.456;12868.899;528.618;81.192;6996.803;96.132;683.339;6193.385;20488.061;24524.241
35.433;5.55;0.432;35.551;111.112;1.44;2981.974;14194.054;581.947;89.515;7712.251;105.483;749.129;6831.223;22499.05;26995.736
34.576;4.896;0.41;12.737;27.82;3.077;4505.046;21419.927;873.03;134.943;11610.709;156.674;1109.758;10308.109;33477.983;40510.425
39.061;5.454;0.101;22.219;154.385;1.782;3483.134;16571.022;677.832;104.46;8992.443;122.412;868.727;7974.868;26129.897;31451.142
9.312;4.696;0.534;12.956;7.008;2.828;4335.346;20615.684;841.187;129.887;11182.749;150.991;1068.782;9922.104;32254.958;38987.61
3.204;5.739;0.182;23.322;31.346;3.073;4285.777;20385.393;832.705;128.479;11057.838;149.919;1062.638;9810.445;32007.033;38625.152
30.301;5.069;0.327;42.657;5.392;2.529;3504.866;16673.91;681.691;105.103;9048.738;122.897;871.355;8024.525;26231.346;31616.883
41.168;4.872;0.378;7.497;68.426;3.866;5130.563;24387.95;992.695;153.605;13212.058;177.839;1259.365;11736.094;38019.704;46078.292
25.83;4.347;0.534;12.802;9.201;3.234;4593.714;21838.922;889.842;137.563;11838.83;159.431;1128.252;10510.423;34073.57;41260.082
18.086;4.536;0.332;15.685;23.317;3.458;4679.34;22246.494;906.659;140.137;12059.462;162.493;1150.021;10706.547;34724.017;42037.845
8.983;4.701;0.435;21.225;67.384;3.87;4825.07;22939.862;935.029;144.505;12436.988;167.596;1186.088;11040.358;35814.58;43349.261
31.738;5.351;0.264;21.31;101.9;1.953;3608.641;17167.354;701.901;108.212;9316.063;126.614;898.063;8261.914;27028.291;32562.063
20.029;4.99;0.269;8.431;99.963;0.997;3257.934;15501.991;634.773;97.732;8418.849;114.598;812.434;7461.223;24452.025;29413.353
29.069;4.802;0.399;16.426;177.256;4.796;5530.087;26284.574;1069.702;165.531;14240.023;191.473;1355.32;12649.301;40943.351;49632.694
38.781;5.185;0.19;15.803;14.923;3.711;4850.332;23059.48;939.223;145.266;12493.019;168.486;1193.729;11096.436;36005.312;43606.44
10.748;5.961;0.277;6.947;46.617;4.825;5776.595;27461.948;1118.207;172.989;14877.589;200.505;1420.383;13214.857;42853.032;51917.219
17.256;4.676;0.129;40.034;127.894;2.076;3268.883;15552.307;636.721;98.039;8445.357;114.818;813.512;7485.755;24501.362;29487.693
26.234;4.206;0.226;10.962;72.471;4.627;5537.31;26316.057;1070.53;165.716;14254.088;191.345;1353.534;12664.67;40917.011;49652.649
36.295;5.671;0.196;10.533;21.8;4.901;5739.173;27280.766;1109.957;171.832;14772.963;198.891;1409.115;13127.114;42517.124;51558.769
